Problem:    
Rows:       464
Columns:    1792 (1792 integer, 0 binary)
Non-zeros:  3752
Status:     INTEGER OPTIMAL
Objective:  obj = 105 (MAXimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 c1                         15                          15 
     2 c2                         15                          15 
     3 c3                         15                          15 
     4 c4                         15                          15 
     5 c5                         15                          15 
     6 c6                         15                          15 
     7 c7                         15                          15 
     8 c8                         23                          23 
     9 c9                         22                          29 
    10 c10                        15                          30 
    11 c11                        18                          18 
    12 c12                        27                          28 
    13 c13                        15                          19 
    14 c14                         0                          16 
  1036 f_3_48_53    *              0             0           105 
  1037 f_3_49_50    *              0             0            30 
  1038 f_3_54_51    *              0             0           105 
  1039 f_3_51_52    *              0             0            30 
  1040 f_3_52_53    *              0             0           105 
  1041 f_3_56_53    *              0             0           105 
  1042 f_3_53_54    *              0             0            30 
  1043 f_3_54_55    *              0             0           105 
  1044 f_3_58_55    *              0             0           105 
  1045 f_3_55_56    *              0             0            30 
  1046 f_3_56_57    *              0             0           105 
  1047 f_3_57_58    *              0             0            30 
  1048 f_3_59_60    *              0             0            30 
  1049 f_4_0_1      *              0             0             = 
  1050 f_4_8_1      *              0             0           105 
  1051 f_4_10_1     *              0             0           105 
  1052 f_4_22_1     *              0             0           105 
  1053 f_4_24_1     *              0             0           105 
  1054 f_4_26_1     *              0             0           105 
  1055 f_4_28_1     *              0             0           105 
  1056 f_4_30_1     *              0             0           105 
  1057 f_4_34_1     *              0             0           105 
  1058 f_4_40_1     *              0             0           105 
  1059 f_4_46_1     *              0             0           105 
  1060 f_4_1_2      *              0             0            30 
  1061 f_4_2_7      *              0             0           105 
  1062 f_4_2_9      *              0             0           105 
  1063 f_4_2_21     *              0             0           105 
  1064 f_4_2_23     *              0             0           105 
  1065 f_4_2_25     *              0             0           105 
  1066 f_4_2_27     *              0             0           105 
  1067 f_4_2_29     *              0             0           105 
  1068 f_4_2_33     *              0             0           105 
  1069 f_4_2_39     *              0             0           105 
  1070 f_4_2_45     *              0             0           105 
  1071 f_4_0_3      *              0             0             = 
  1072 f_4_8_3      *              0             0           105 
  1073 f_4_22_3     *              0             0           105 
  1074 f_4_26_3     *              0             0           105 
  1075 f_4_28_3     *              0             0           105 
  1076 f_4_34_3     *              0             0           105 
  1077 f_4_40_3     *              0             0           105 
  1078 f_4_44_3     *              0             0           105 
  1079 f_4_3_4      *              0             0            30 
  1080 f_4_4_7      *              0             0           105 
  1081 f_4_4_21     *              0             0           105 
  1082 f_4_4_25     *              0             0           105 
  1083 f_4_4_27     *              0             0           105 
  1084 f_4_4_33     *              0             0           105 
  1085 f_4_4_39     *              0             0           105 
  1086 f_4_4_43     *              0             0           105 
  1087 f_4_0_5      *              0             0             = 
  1088 f_4_10_5     *              0             0           105 
  1089 f_4_36_5     *              0             0           105 
  1090 f_4_42_5     *              0             0           105 
  1091 f_4_50_5     *              0             0           105 
  1092 f_4_5_6      *              0             0            30 
  1093 f_4_6_9      *              0             0           105 
  1094 f_4_6_35     *              0             0           105 
  1095 f_4_6_41     *              0             0           105 
  1096 f_4_6_49     *              0             0           105 
  1097 f_4_0_7      *              0             0             = 
  1098 f_4_22_7     *              0             0           105 
  1099 f_4_24_7     *              0             0           105 
  1100 f_4_26_7     *              0             0           105 
  1101 f_4_28_7     *              0             0           105 
  1102 f_4_30_7     *              0             0           105 
  1103 f_4_34_7     *              0             0           105 
  1104 f_4_40_7     *              0             0           105 
  1105 f_4_44_7     *              0             0           105 
  1106 f_4_46_7     *              0             0           105 
  1107 f_4_48_7     *              0             0           105 
  1108 f_4_52_7     *              0             0           105 
  1109 f_4_7_8      *              0             0            30 
  1110 f_4_8_21     *              0             0           105 
  1111 f_4_8_23     *              0             0           105 
  1112 f_4_8_25     *              0             0           105 
  1113 f_4_8_27     *              0             0           105 
  1114 f_4_8_29     *              0             0           105 
  1115 f_4_8_33     *              0             0           105 
  1116 f_4_8_39     *              0             0           105 
  1117 f_4_8_43     *              0             0           105 
  1118 f_4_8_45     *              0             0           105 
  1119 f_4_8_47     *              0             0           105 
  1120 f_4_8_51     *              0             0           105 
  1121 f_4_30_9     *              0             0           105 
  1122 f_4_36_9     *              0             0           105 
  1123 f_4_42_9     *              0             0           105 
  1124 f_4_46_9     *              0             0           105 
  1125 f_4_48_9     *              0             0           105 
  1126 f_4_50_9     *              0             0           105 
  1127 f_4_52_9     *              0             0           105 
  1128 f_4_9_10     *             15             0            30 
  1129 f_4_10_29    *              0             0           105 
  1130 f_4_10_35    *              0             0           105 
  1131 f_4_10_41    *              0             0           105 
  1132 f_4_10_45    *              0             0           105 
  1133 f_4_10_47    *              0             0           105 
  1134 f_4_10_49    *              0             0           105 
  1135 f_4_10_51    *             15             0           105 
  1136 f_4_0_11     *              0             0             = 
  1137 f_4_16_11    *              0             0           105 
  1138 f_4_18_11    *              0             0           105 
  1139 f_4_20_11    *              0             0           105 
  1140 f_4_48_11    *              0             0           105 
  1141 f_4_52_11    *              0             0           105 
  1142 f_4_54_11    *              0             0           105 
  1143 f_4_56_11    *              0             0           105 
  1144 f_4_58_11    *              0             0           105 
  1145 f_4_11_12    *              0             0            30 
  1146 f_4_12_15    *              0             0           105 
  1147 f_4_12_17    *              0             0           105 
  1148 f_4_12_19    *              0             0           105 
  1149 f_4_12_47    *              0             0           105 
  1150 f_4_12_51    *              0             0           105 
  1151 f_4_12_53    *              0             0           105 
  1152 f_4_12_55    *              0             0           105 
  1153 f_4_12_57    *              0             0           105 
  1154 f_4_0_13     *              0             0             = 
  1155 f_4_56_13    *              0             0           105 
  1156 f_4_58_13    *              0             0           105 
  1157 f_4_13_14    *              0             0            30 
  1158 f_4_14_55    *              0             0           105 
  1159 f_4_14_57    *              0             0           105 
  1160 f_4_18_15    *              0             0           105 
  1161 f_4_30_15    *              0             0           105 
  1162 f_4_46_15    *              0             0           105 
  1163 f_4_48_15    *              0             0           105 
  1164 f_4_52_15    *             15             0           105 
  1165 f_4_54_15    *              0             0           105 
  1166 f_4_56_15    *              0             0           105 
  1167 f_4_58_15    *              0             0           105 
  1168 f_4_15_16    *             15             0            30 
  1169 f_4_16_17    *              0             0           105 
  1170 f_4_16_29    *              0             0           105 
  1171 f_4_16_45    *              0             0           105 
  1172 f_4_16_47    *              0             0           105 
  1173 f_4_16_51    *              0             0           105 
  1174 f_4_16_53    *              0             0           105 
  1175 f_4_16_55    *              0             0           105 
  1176 f_4_16_57    *              0             0           105 
  1177 f_4_20_17    *              0             0           105 
  1178 f_4_30_17    *              0             0           105 
  1179 f_4_46_17    *              0             0           105 
  1180 f_4_48_17    *              0             0           105 
  1181 f_4_52_17    *              0             0           105 
  1182 f_4_54_17    *              0             0           105 
  1183 f_4_17_18    *              0             0            30 
  1184 f_4_18_19    *              0             0           105 
  1185 f_4_18_29    *              0             0           105 
  1186 f_4_18_45    *              0             0           105 
  1187 f_4_18_47    *              0             0           105 
  1188 f_4_18_51    *              0             0           105 
  1189 f_4_18_53    *              0             0           105 
  1190 f_4_36_19    *              0             0           105 
  1191 f_4_54_19    *              0             0           105 
  1192 f_4_19_20    *              0             0            30 
  1193 f_4_20_35    *              0             0           105 
  1194 f_4_20_53    *              0             0           105 
  1195 f_4_24_21    *              0             0           105 
  1196 f_4_26_21    *              0             0           105 
  1197 f_4_28_21    *              0             0           105 
  1198 f_4_34_21    *              0             0           105 
  1199 f_4_40_21    *              0             0           105 
  1200 f_4_44_21    *              0             0           105 
  1201 f_4_21_22    *              0             0            30 
  1202 f_4_22_23    *              0             0           105 
  1203 f_4_22_25    *              0             0           105 
  1204 f_4_22_27    *              0             0           105 
  1205 f_4_22_33    *              0             0           105 
  1206 f_4_22_39    *              0             0           105 
  1207 f_4_22_43    *              0             0           105 
  1208 f_4_26_23    *              0             0           105 
  1209 f_4_28_23    *              0             0           105 
  1210 f_4_23_24    *              0             0            30 
  1211 f_4_24_25    *              0             0           105 
  1212 f_4_24_27    *              0             0           105 
  1213 f_4_28_25    *              0             0           105 
  1214 f_4_40_25    *              0             0           105 
  1215 f_4_25_26    *              0             0            30 
  1216 f_4_26_27    *              0             0           105 
  1217 f_4_26_39    *              0             0           105 
  1218 f_4_34_27    *              0             0           105 
  1219 f_4_40_27    *              0             0           105 
  1220 f_4_44_27    *              0             0           105 
  1221 f_4_27_28    *              0             0            30 
  1222 f_4_28_33    *              0             0           105 
  1223 f_4_28_39    *              0             0           105 
  1224 f_4_28_43    *              0             0           105 
  1225 f_4_34_29    *              0             0           105 
  1226 f_4_40_29    *              0             0           105 
  1227 f_4_46_29    *              0             0           105 
  1228 f_4_48_29    *              0             0           105 
  1229 f_4_50_29    *              0             0           105 
  1230 f_4_52_29    *              0             0           105 
  1231 f_4_29_30    *              0             0            30 
  1232 f_4_30_33    *              0             0           105 
  1233 f_4_30_39    *              0             0           105 
  1234 f_4_30_45    *              0             0           105 
  1235 f_4_30_47    *              0             0           105 
  1236 f_4_30_49    *              0             0           105 
  1237 f_4_30_51    *              0             0           105 
  1238 f_4_38_31    *              0             0           105 
  1239 f_4_60_31    *              0             0           105 
  1240 f_4_31_32    *              0             0            30 
  1241 f_4_32_37    *              0             0           105 
  1242 f_4_32_59    *              0             0           105 
  1243 f_4_38_33    *              0             0           105 
  1244 f_4_40_33    *              0             0           105 
  1245 f_4_44_33    *              0             0           105 
  1246 f_4_46_33    *              0             0           105 
  1247 f_4_60_33    *              0             0           105 
  1248 f_4_33_34    *              0             0            30 
  1249 f_4_34_37    *              0             0           105 
  1250 f_4_34_39    *              0             0           105 
  1251 f_4_34_43    *              0             0           105 
  1252 f_4_34_45    *              0             0           105 
  1253 f_4_34_59    *              0             0           105 
  1254 f_4_42_35    *              0             0           105 
  1255 f_4_50_35    *              0             0           105 
  1256 f_4_35_36    *              0             0            30 
  1257 f_4_36_41    *              0             0           105 
  1258 f_4_36_49    *              0             0           105 
  1259 f_4_44_37    *              0             0           105 
  1260 f_4_60_37    *              0             0           105 
  1261 f_4_37_38    *              0             0            30 
  1262 f_4_38_43    *              0             0           105 
  1263 f_4_38_59    *              0             0           105 
  1264 f_4_44_39    *              0             0           105 
  1265 f_4_46_39    *              0             0           105 
  1266 f_4_39_40    *              0             0            30 
  1267 f_4_40_43    *              0             0           105 
  1268 f_4_40_45    *              0             0           105 
  1269 f_4_50_41    *              0             0           105 
  1270 f_4_41_42    *              0             0            30 
  1271 f_4_42_49    *              0             0           105 
  1272 f_4_60_43    *              0             0           105 
  1273 f_4_43_44    *              0             0            30 
  1274 f_4_44_59    *              0             0           105 
  1275 f_4_48_45    *              0             0           105 
  1276 f_4_52_45    *              0             0           105 
  1277 f_4_45_46    *              0             0            30 
  1278 f_4_46_47    *              0             0           105 
  1279 f_4_46_51    *              0             0           105 
  1280 f_4_52_47    *              0             0           105 
  1281 f_4_54_47    *              0             0           105 
  1282 f_4_47_48    *              0             0            30 
  1283 f_4_48_51    *              0             0           105 
  1284 f_4_48_53    *              0             0           105 
  1285 f_4_49_50    *              0             0            30 
  1286 f_4_54_51    *              0             0           105 
  1287 f_4_51_52    *             15             0            30 
  1288 f_4_52_53    *              0             0           105 
  1289 f_4_56_53    *              0             0           105 
  1290 f_4_53_54    *              0             0            30 
  1291 f_4_54_55    *              0             0           105 
  1292 f_4_58_55    *              0             0           105 
  1293 f_4_55_56    *              0             0            30 
  1294 f_4_56_57    *              0             0           105 
  1295 f_4_57_58    *              0             0            30 
  1296 f_4_59_60    *              0             0            30 
  1297 f_5_0_1      *              0             0             = 
  1298 f_5_8_1      *              0             0           105 
  1299 f_5_10_1     *              0             0           105 
  1300 f_5_22_1     *              0             0           105 
  1301 f_5_24_1     *              0             0           105 
  1302 f_5_26_1     *              0             0           105 
  1303 f_5_28_1     *              0             0           105 
  1304 f_5_30_1     *              0             0           105 
  1305 f_5_34_1     *              0             0           105 
  1306 f_5_40_1     *              0             0           105 
  1307 f_5_46_1     *              0             0           105 
  1308 f_5_1_2      *              0             0            30 
  1309 f_5_2_7      *              0             0           105 
  1310 f_5_2_9      *              0             0           105 
  1311 f_5_2_21     *              0             0           105 
  1312 f_5_2_23     *              0             0           105 
  1313 f_5_2_25     *              0             0           105 
  1314 f_5_2_27     *              0             0           105 
  1315 f_5_2_29     *              0             0           105 
  1316 f_5_2_33     *              0             0           105 
  1317 f_5_2_39     *              0             0           105 
  1318 f_5_2_45     *              0             0           105 
  1319 f_5_0_3      *              0             0             = 
  1320 f_5_8_3      *              0             0           105 
  1321 f_5_22_3     *              0             0           105 
  1322 f_5_26_3     *              0             0           105 
  1323 f_5_28_3     *              0             0           105 
  1324 f_5_34_3     *              0             0           105 
  1325 f_5_40_3     *              0             0           105 
  1326 f_5_44_3     *              0             0           105 
  1327 f_5_3_4      *              0             0            30 
  1328 f_5_4_7      *              0             0           105 
  1329 f_5_4_21     *              0             0           105 
  1330 f_5_4_25     *              0             0           105 
  1331 f_5_4_27     *              0             0           105 
  1332 f_5_4_33     *              0             0           105 
  1333 f_5_4_39     *              0             0           105 
  1334 f_5_4_43     *              0             0           105 
  1335 f_5_0_5      *              0             0             = 
  1336 f_5_10_5     *              0             0           105 
  1337 f_5_36_5     *              0             0           105 
  1338 f_5_42_5     *              0             0           105 
  1339 f_5_50_5     *              0             0           105 
  1340 f_5_5_6      *              0             0            30 
  1341 f_5_6_9      *              0             0           105 
  1342 f_5_6_35     *              0             0           105 
  1343 f_5_6_41     *              0             0           105 
  1344 f_5_6_49     *              0             0           105 
  1345 f_5_0_7      *              0             0             = 
  1346 f_5_22_7     *              0             0           105 
  1347 f_5_24_7     *              0             0           105 
  1348 f_5_26_7     *              0             0           105 
  1349 f_5_28_7     *              0             0           105 
  1350 f_5_30_7     *              0             0           105 
  1351 f_5_34_7     *              0             0           105 
  1352 f_5_40_7     *              0             0           105 
  1353 f_5_44_7     *              0             0           105 
  1354 f_5_46_7     *              0             0           105 
  1355 f_5_48_7     *              0             0           105 
  1356 f_5_52_7     *              0             0           105 
  1357 f_5_7_8      *              0             0            30 
  1358 f_5_8_21     *              0             0           105 
  1359 f_5_8_23     *              0             0           105 
  1360 f_5_8_25     *              0             0           105 
  1361 f_5_8_27     *              0             0           105 
  1362 f_5_8_29     *              0             0           105 
  1363 f_5_8_33     *              0             0           105 
  1364 f_5_8_39     *              0             0           105 
  1365 f_5_8_43     *              0             0           105 
  1366 f_5_8_45     *              0             0           105 
  1367 f_5_8_47     *              0             0           105 
  1368 f_5_8_51     *              0             0           105 
  1369 f_5_0_9      *              0             0             = 
  1370 f_5_30_9     *              0             0           105 
  1371 f_5_36_9     *              0             0           105 
  1372 f_5_42_9     *              0             0           105 
  1373 f_5_46_9     *              0             0           105 
  1374 f_5_48_9     *              0             0           105 
  1375 f_5_50_9     *              0             0           105 
  1376 f_5_52_9     *              0             0           105 
  1377 f_5_9_10     *              0             0            30 
  1378 f_5_10_29    *              0             0           105 
  1379 f_5_10_35    *              0             0           105 
  1380 f_5_10_41    *              0             0           105 
  1381 f_5_10_45    *              0             0           105 
  1382 f_5_10_47    *              0             0           105 
  1383 f_5_10_49    *              0             0           105 
  1384 f_5_10_51    *              0             0           105 
  1385 f_5_16_11    *              0             0           105 
  1386 f_5_18_11    *              0             0           105 
  1387 f_5_20_11    *              0             0           105 
  1388 f_5_48_11    *              0             0           105 
  1389 f_5_52_11    *              0             0           105 
  1390 f_5_54_11    *              0             0           105 
  1391 f_5_56_11    *              0             0           105 
  1392 f_5_58_11    *              0             0           105 
  1393 f_5_11_12    *             15             0            30 
  1394 f_5_12_15    *              8             0           105 
  1395 f_5_12_17    *              7             0           105 
  1396 f_5_12_19    *              0             0           105 
  1397 f_5_12_47    *              0             0           105 
  1398 f_5_12_51    *              0             0           105 
  1399 f_5_12_53    *              0             0           105 
  1400 f_5_12_55    *              0             0           105 
  1401 f_5_12_57    *              0             0           105 
  1402 f_5_0_13     *              0             0             = 
  1403 f_5_56_13    *              0             0           105 
  1404 f_5_58_13    *              0             0           105 
  1405 f_5_13_14    *              0             0            30 
  1406 f_5_14_55    *              0             0           105 
  1407 f_5_14_57    *              0             0           105 
  1408 f_5_18_15    *              0             0           105 
  1409 f_5_30_15    *              0             0           105 
  1410 f_5_46_15    *              0             0           105 
  1411 f_5_48_15    *              0             0           105 
  1412 f_5_52_15    *              0             0           105 
  1413 f_5_54_15    *              0             0           105 
  1414 f_5_56_15    *              0             0           105 
  1415 f_5_58_15    *              0             0           105 
  1416 f_5_15_16    *              8             0            30 
  1417 f_5_16_17    *              0             0           105 
  1418 f_5_16_29    *              0             0           105 
  1419 f_5_16_45    *              0             0           105 
  1420 f_5_16_47    *              0             0           105 
  1421 f_5_16_51    *              0             0           105 
  1422 f_5_16_53    *              0             0           105 
  1423 f_5_16_55    *              0             0           105 
  1424 f_5_16_57    *              0             0           105 
  1425 f_5_20_17    *              0             0           105 
  1426 f_5_30_17    *              0             0           105 
  1427 f_5_46_17    *              0             0           105 
  1428 f_5_48_17    *              0             0           105 
  1429 f_5_52_17    *              0             0           105 
  1430 f_5_54_17    *              0             0           105 
  1431 f_5_17_18    *              7             0            30 
  1432 f_5_18_19    *              0             0           105 
  1433 f_5_18_29    *              0             0           105 
  1434 f_5_18_45    *              0             0           105 
  1435 f_5_18_47    *              0             0           105 
  1436 f_5_18_51    *              0             0           105 
  1437 f_5_18_53    *              0             0           105 
  1438 f_5_36_19    *              0             0           105 
  1439 f_5_54_19    *              0             0           105 
  1440 f_5_19_20    *              0             0            30 
  1441 f_5_20_35    *              0             0           105 
  1442 f_5_20_53    *              0             0           105 
  1443 f_5_24_21    *              0             0           105 
  1444 f_5_26_21    *              0             0           105 
  1445 f_5_28_21    *              0             0           105 
  1446 f_5_34_21    *              0             0           105 
  1447 f_5_40_21    *              0             0           105 
  1448 f_5_44_21    *              0             0           105 
  1449 f_5_21_22    *              0             0            30 
  1450 f_5_22_23    *              0             0           105 
  1451 f_5_22_25    *              0             0           105 
  1452 f_5_22_27    *              0             0           105 
  1453 f_5_22_33    *              0             0           105 
  1454 f_5_22_39    *              0             0           105 
  1455 f_5_22_43    *              0             0           105 
  1456 f_5_26_23    *              0             0           105 
  1457 f_5_28_23    *              0             0           105 
  1458 f_5_23_24    *              0             0            30 
  1459 f_5_24_25    *              0             0           105 
  1460 f_5_24_27    *              0             0           105 
  1461 f_5_28_25    *              0             0           105 
  1462 f_5_40_25    *              0             0           105 
  1463 f_5_25_26    *              0             0            30 
  1464 f_5_26_27    *              0             0           105 
  1465 f_5_26_39    *              0             0           105 
  1466 f_5_34_27    *              0             0           105 
  1467 f_5_40_27    *              0             0           105 
  1468 f_5_44_27    *              0             0           105 
  1469 f_5_27_28    *              0             0            30 
  1470 f_5_28_33    *              0             0           105 
  1471 f_5_28_39    *              0             0           105 
  1472 f_5_28_43    *              0             0           105 
  1473 f_5_34_29    *              0             0           105 
  1474 f_5_40_29    *              0             0           105 
  1475 f_5_46_29    *              0             0           105 
  1476 f_5_48_29    *              0             0           105 
  1477 f_5_50_29    *              0             0           105 
  1478 f_5_52_29    *              0             0           105 
  1479 f_5_29_30    *              0             0            30 
  1480 f_5_30_33    *              0             0           105 
  1481 f_5_30_39    *              0             0           105 
  1482 f_5_30_45    *              0             0           105 
  1483 f_5_30_47    *              0             0           105 
  1484 f_5_30_49    *              0             0           105 
  1485 f_5_30_51    *              0             0           105 
  1486 f_5_38_31    *              0             0           105 
  1487 f_5_60_31    *              0             0           105 
  1488 f_5_31_32    *              0             0            30 
  1489 f_5_32_37    *              0             0           105 
  1490 f_5_32_59    *              0             0           105 
  1491 f_5_38_33    *              0             0           105 
  1492 f_5_40_33    *              0             0           105 
  1493 f_5_44_33    *              0             0           105 
  1494 f_5_46_33    *              0             0           105 
  1495 f_5_60_33    *              0             0           105 
  1496 f_5_33_34    *              0             0            30 
  1497 f_5_34_37    *              0             0           105 
  1498 f_5_34_39    *              0             0           105 
  1499 f_5_34_43    *              0             0           105 
  1500 f_5_34_45    *              0             0           105 
  1501 f_5_34_59    *              0             0           105 
  1502 f_5_42_35    *              0             0           105 
  1503 f_5_50_35    *              0             0           105 
  1504 f_5_35_36    *              0             0            30 
  1505 f_5_36_41    *              0             0           105 
  1506 f_5_36_49    *              0             0           105 
  1507 f_5_44_37    *              0             0           105 
  1508 f_5_60_37    *              0             0           105 
  1509 f_5_37_38    *              0             0            30 
  1510 f_5_38_43    *              0             0           105 
  1511 f_5_38_59    *              0             0           105 
  1512 f_5_44_39    *              0             0           105 
  1513 f_5_46_39    *              0             0           105 
  1514 f_5_39_40    *              0             0            30 
  1515 f_5_40_43    *              0             0           105 
  1516 f_5_40_45    *              0             0           105 
  1517 f_5_50_41    *              0             0           105 
  1518 f_5_41_42    *              0             0            30 
  1519 f_5_42_49    *              0             0           105 
  1520 f_5_60_43    *              0             0           105 
  1521 f_5_43_44    *              0             0            30 
  1522 f_5_44_59    *              0             0           105 
  1523 f_5_48_45    *              0             0           105 
  1524 f_5_52_45    *              0             0           105 
  1525 f_5_45_46    *              0             0            30 
  1526 f_5_46_47    *              0             0           105 
  1527 f_5_46_51    *              0             0           105 
  1528 f_5_52_47    *              0             0           105 
  1529 f_5_54_47    *              0             0           105 
  1530 f_5_47_48    *              0             0            30 
  1531 f_5_48_51    *              0             0           105 
  1532 f_5_48_53    *              0             0           105 
  1533 f_5_49_50    *              0             0            30 
  1534 f_5_54_51    *              0             0           105 
  1535 f_5_51_52    *              0             0            30 
  1536 f_5_52_53    *              0             0           105 
  1537 f_5_56_53    *              0             0           105 
  1538 f_5_53_54    *              0             0            30 
  1539 f_5_54_55    *              0             0           105 
  1540 f_5_58_55    *              0             0           105 
  1541 f_5_55_56    *              0             0            30 
  1542 f_5_56_57    *              0             0           105 
  1543 f_5_57_58    *              0             0            30 
  1544 f_5_59_60    *              0             0            30 
  1545 f_6_0_1      *              0             0             = 
  1546 f_6_8_1      *              0             0           105 
  1547 f_6_10_1     *              0             0           105 
  1548 f_6_22_1     *              0             0           105 
  1549 f_6_24_1     *              0             0           105 
  1550 f_6_26_1     *              0             0           105 
  1551 f_6_28_1     *              0             0           105 
  1552 f_6_30_1     *              0             0           105 
  1553 f_6_34_1     *              0             0           105 
  1554 f_6_40_1     *              0             0           105 
  1555 f_6_46_1     *              0             0           105 
  1556 f_6_1_2      *              0             0            30 
  1557 f_6_2_7      *              0             0           105 
  1558 f_6_2_9      *              0             0           105 
  1559 f_6_2_21     *              0             0           105 
  1560 f_6_2_23     *              0             0           105 
  1561 f_6_2_25     *              0             0           105 
  1562 f_6_2_27     *              0             0           105 
  1563 f_6_2_29     *              0             0           105 
  1564 f_6_2_33     *              0             0           105 
  1565 f_6_2_39     *              0             0           105 
  1566 f_6_2_45     *              0             0           105 
  1567 f_6_0_3      *              0             0             = 
  1568 f_6_8_3      *              0             0           105 
  1569 f_6_22_3     *              0             0           105 
  1570 f_6_26_3     *              0             0           105 
  1571 f_6_28_3     *              0             0           105 
  1572 f_6_34_3     *              0             0           105 
  1573 f_6_40_3     *              0             0           105 
  1574 f_6_44_3     *              0             0           105 
  1575 f_6_3_4      *              0             0            30 
  1576 f_6_4_7      *              0             0           105 
  1577 f_6_4_21     *              0             0           105 
  1578 f_6_4_25     *              0             0           105 
  1579 f_6_4_27     *              0             0           105 
  1580 f_6_4_33     *              0             0           105 
  1581 f_6_4_39     *              0             0           105 
  1582 f_6_4_43     *              0             0           105 
  1583 f_6_0_5      *              0             0             = 
  1584 f_6_10_5     *              0             0           105 
  1585 f_6_36_5     *              0             0           105 
  1586 f_6_42_5     *              0             0           105 
  1587 f_6_50_5     *              0             0           105 
  1588 f_6_5_6      *              0             0            30 
  1589 f_6_6_9      *              0             0           105 
  1590 f_6_6_35     *              0             0           105 
  1591 f_6_6_41     *              0             0           105 
  1592 f_6_6_49     *              0             0           105 
  1593 f_6_0_7      *              0             0             = 
  1594 f_6_22_7     *              0             0           105 
  1595 f_6_24_7     *              0             0           105 
  1596 f_6_26_7     *              0             0           105 
  1597 f_6_28_7     *              0             0           105 
  1598 f_6_30_7     *              0             0           105 
  1599 f_6_34_7     *              0             0           105 
  1600 f_6_40_7     *              0             0           105 
  1601 f_6_44_7     *              0             0           105 
  1602 f_6_46_7     *              0             0           105 
  1603 f_6_48_7     *              0             0           105 
  1604 f_6_52_7     *              0             0           105 
  1605 f_6_7_8      *              0             0            30 
  1606 f_6_8_21     *              0             0           105 
  1607 f_6_8_23     *              0             0           105 
  1608 f_6_8_25     *              0             0           105 
  1609 f_6_8_27     *              0             0           105 
  1610 f_6_8_29     *              0             0           105 
  1611 f_6_8_33     *              0             0           105 
  1612 f_6_8_39     *              0             0           105 
  1613 f_6_8_43     *              0             0           105 
  1614 f_6_8_45     *              0             0           105 
  1615 f_6_8_47     *              0             0           105 
  1616 f_6_8_51     *              0             0           105 
  1617 f_6_0_9      *              0             0             = 
  1618 f_6_30_9     *              0             0           105 
  1619 f_6_36_9     *              0             0           105 
  1620 f_6_42_9     *              0             0           105 
  1621 f_6_46_9     *              0             0           105 
  1622 f_6_48_9     *              0             0           105 
  1623 f_6_50_9     *              0             0           105 
  1624 f_6_52_9     *              0             0           105 
  1625 f_6_9_10     *              0             0            30 
  1626 f_6_10_29    *              0             0           105 
  1627 f_6_10_35    *              0             0           105 
  1628 f_6_10_41    *              0             0           105 
  1629 f_6_10_45    *              0             0           105 
  1630 f_6_10_47    *              0             0           105 
  1631 f_6_10_49    *              0             0           105 
  1632 f_6_10_51    *              0             0           105 
  1633 f_6_0_11     *              0             0             = 
  1634 f_6_16_11    *              0             0           105 
  1635 f_6_18_11    *              0             0           105 
  1636 f_6_20_11    *              0             0           105 
  1637 f_6_48_11    *              0             0           105 
  1638 f_6_52_11    *              0             0           105 
  1639 f_6_54_11    *              0             0           105 
  1640 f_6_56_11    *              0             0           105 
  1641 f_6_58_11    *             15             0           105 
  1642 f_6_11_12    *             15             0            30 
  1643 f_6_12_15    *              0             0           105 
  1644 f_6_12_17    *             15             0           105 
  1645 f_6_12_19    *              0             0           105 
  1646 f_6_12_47    *              0             0           105 
  1647 f_6_12_51    *              0             0           105 
  1648 f_6_12_53    *              0             0           105 
  1649 f_6_12_55    *              0             0           105 
  1650 f_6_12_57    *              0             0           105 
  1651 f_6_56_13    *              0             0           105 
  1652 f_6_58_13    *              0             0           105 
  1653 f_6_13_14    *             15             0            30 
  1654 f_6_14_55    *              0             0           105 
  1655 f_6_14_57    *             15             0           105 
  1656 f_6_18_15    *              0             0           105 
  1657 f_6_30_15    *              0             0           105 
  1658 f_6_46_15    *              0             0           105 
  1659 f_6_48_15    *              0             0           105 
  1660 f_6_52_15    *              0             0           105 
  1661 f_6_54_15    *              0             0           105 
  1662 f_6_56_15    *              0             0           105 
  1663 f_6_58_15    *              0             0           105 
  1664 f_6_15_16    *              0             0            30 
  1665 f_6_16_17    *              0             0           105 
  1666 f_6_16_29    *              0             0           105 
  1667 f_6_16_45    *              0             0           105 
  1668 f_6_16_47    *              0             0           105 
  1669 f_6_16_51    *              0             0           105 
  1670 f_6_16_53    *              0             0           105 
  1671 f_6_16_55    *              0             0           105 
  1672 f_6_16_57    *              0             0           105 
  1673 f_6_20_17    *              0             0           105 
  1674 f_6_30_17    *              0             0           105 
  1675 f_6_46_17    *              0             0           105 
  1676 f_6_48_17    *              0             0           105 
  1677 f_6_52_17    *              0             0           105 
  1678 f_6_54_17    *              0             0           105 
  1679 f_6_17_18    *             15             0            30 
  1680 f_6_18_19    *              0             0           105 
  1681 f_6_18_29    *              0             0           105 
  1682 f_6_18_45    *              0             0           105 
  1683 f_6_18_47    *              0             0           105 
  1684 f_6_18_51    *              0             0           105 
  1685 f_6_18_53    *              0             0           105 
  1686 f_6_36_19    *              0             0           105 
  1687 f_6_54_19    *              0             0           105 
